"PLOCode","PLOName","PLODescription","ProgramCode","AcademicProgram","CollegeCode","DepartmentCode"
"3185.4226.7","3185 - Web Design/Development (AAS)-4226.7","Apply project management skills to prioritize projects and meet deadlines. (CIS120DA, CIS120DB, CIS120DF, CIS120DK, CIS136, CIS166AA, CIS220DF, CIS235, (CRE), [SG], [SQ])","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.8","3185 - Web Design/Development (AAS)-4226.8","Adhere to industry accepted professional, legal, and ethical practices. (CIS105, CIS120DB, CIS120DF, CIS133DA, CIS136, CIS220DF, CIS233DA, CIS235, [HU], [SB], [SG], [SQ])","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.9","3185 - Web Design/Development (AAS)-4226.9","Communicate professionally in formal and informal situations to diverse audiences. (CIS105, CIS120DA, CIS120DB, CIS120DF, CIS120DK, CIS133DA, CIS136, CIS166AA, CIS220DF, CIS233DA, CIS235, (COM), (CRE), [FYC], [HU], [SB], [SG], [SQ])","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.10","3185 - Web Design/Development (AAS)-4226.10","Collaborate with others to address web design challenges. (CIS133DA, CIS233DA, CIS235, (COM), [HU], [SB])","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.11","3185 - Web Design/Development (AAS)-4226.11","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.12","3185 - Web Design/Development (AAS)-4226.12","Web Design Emphasis Learning Outcomes","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.13","3185 - Web Design/Development (AAS)-4226.13","Create digital media content using principles of design. (ADA/ART183, ART100, ART112, ART181, CIS120DA, CIS120DB, CIS120DC, CIS120DF, CIS120DK, CIS138DA, CIS220DF, [FYC], [HU], [SB], [SG], [SQ])","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.14","3185 - Web Design/Development (AAS)-4226.14","Select design elements and composition appropriate to the project. (ADA/ART183, ART100, ART112, ART181, CIS120DA, CIS120DB, CIS120DC, CIS120DF, CIS120DK, CIS138DA, CIS220DF, (COM), [FYC], [HU], [SB])","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.15","3185 - Web Design/Development (AAS)-4226.15","Manipulate digital media content. (CIS120DA, CIS120DB, CIS120DF, CIS120DK, CIS136)","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.16","3185 - Web Design/Development (AAS)-4226.16","Web Development Emphasis Learning Outcomes","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.17","3185 - Web Design/Development (AAS)-4226.17","Design websites using knowledge of programming. (CIS105, CIS133DA, CIS136, CIS150AB, CIS156, CIS159, CIS162++, CIS163AA, CIS165++, CIS166AA, CIS166AE, CIS233DA, CIS235, CIS256, CIS262AD, CIS263AA, CIS265++, (COM), [FYC], [HU], [MA], [SB], [SG], [SQ])","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.18","3185 - Web Design/Development (AAS)-4226.18","Develop and deploy secure database solutions that use web-based protocols. (CIS119DO, CIS276++)","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.19","3185 - Web Design/Development (AAS)-4226.19","Implement security solutions to diminish or counter threats against web delivery systems. (CIS119DO, CIS126RH, CIS133DA, CIS156, CIS159, CIS162++, CIS163AA, CIS165++, CIS166AA, CIS166AE, CIS233DA, CIS235, CIS256, CIS262AD, CIS263AA, CIS265++, CIS276++, [MA], [SG], [SQ])","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3185.4226.20","3185 - Web Design/Development (AAS)-4226.20","blank","3185AAS","3185 - Web Design/Development (AAS)","08BUSCIS","BUSCIS.CIS"
"3186.4226.1","3186 - Early Childhood Education (AAS)-4226.1","Design developmentally, culturally, and linguistically appropriate learning experiences that promote each child's growth and development in the following domains: Social-Emotional, Physical, Cognitive, and Language and Literacy. (CFS101AH, CFS/ECH176, CFS235, CFS/ECH284AA, CFS/ECH284AB, ECH128, ECH281, EED200, EED205, EED210, EED225, EED260, EED261, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.2","3186 - Early Childhood Education (AAS)-4226.2","Implement developmentally, culturally, and linguistically appropriate learning experiences. (CFS101AH, CFS/ECH284AA, CFS/ECH284AB, ECH128, ECH272, CFS/ECH273, CFS/ECH275, ECH279, ECH281, EED210, EED260, EED261, EED278, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, (COM), [HU], [MA], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.3","3186 - Early Childhood Education (AAS)-4226.3","Maintain a safe, caring, inclusive, and healthy learning environment according to best practices and local, state, and national standards. (CFS123, CFS125, CFS/ECH271, CFS282, CFS/ECH284AA, CFS/ECH284AB, CFS/ECH269, ECH280, ECH282, EDU222, EED212, EED215, EED222, EED255, EED260, EED261, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [HU], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.4","3186 - Early Childhood Education (AAS)-4226.4","Assess children's learning and development through observation and documentation, using guidelines established by the profession. (CFS/ECH176, CFS235, CFS/ECH284AA, CFS/ECH284AB, ECH140, CFS/ECH269, ECH270, EED200, EED205, EED255, EED260, EED261, EED280, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (CRE), [MA], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.5","3186 - Early Childhood Education (AAS)-4226.5","Establish reciprocal, culturally responsive relationships with families and communities. (CFS123, CFS125, CFS/ECH271, CFS282, ECH280, ECH282, EED212, EED215, EED225, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, (COM), [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.6","3186 - Early Childhood Education (AAS)-4226.6","Utilize communication skills to advocate for children and their families. (CFS/ECH269, CFS/ECH287, EDU222, EED200, EED222, EED225, EED255, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (COM), (CRE), [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.7","3186 - Early Childhood Education (AAS)-4226.7","Practice ethical and professional standards and behavior. (CFS/ECH284AA, CFS/ECH284AB, CFS/ECH269, CFS/ECH287, EED200, EED255, EED260, EED261, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (COM), (CRE), [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.8","3186 - Early Childhood Education (AAS)-4226.8","Advocate for an ethical, equitable, diverse, and effective early childhood education profession. (CFS/ECH269, CFS/ECH287, EDU222, EED200, EED222, EED225, EED255, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (COM), (CRE), [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.9","3186 - Early Childhood Education (AAS)-4226.9","Engage in reflective practice and continuous learning through education and research. (CFS/ECH271, CFS282, CFS/ECH284AA, CFS/ECH284AB, ECH140, CFS/ECH269, ECH270, ECH272, CFS/ECH273, CFS/ECH275, ECH279, ECH282, CFS/ECH287, EDU222, EED212, EED222, EED255, EED260, EED261, EED278, EED280, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (CRE), [MA], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.10","3186 - Early Childhood Education (AAS)-4226.10","Collaborate with peers to problem solve within early childhood education and other disciplines. (CFS/ECH284AA, CFS/ECH284AB, CFS/ECH269, ECH272, CFS/ECH273, CFS/ECH275, ECH279, CFS/ECH287, EDU222, EED222, EED255, EED260, EED261, EED278, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (COM), (CRE), [HU], [MA], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4226.11","3186 - Early Childhood Education (AAS)-4226.11","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.1","3186 - Early Childhood Education (AAS)-4236.1","Design developmentally, culturally, and linguistically appropriate learning experiences that promote each child's growth and development in the following domains: Social-Emotional, Physical, Cognitive, and Language and Literacy. (CFS101AH, CFS/ECH176, CFS235, CFS/ECH284AA, CFS/ECH284AB, ECH128, ECH281, EED200, EED205, EED210, EED225, EED260, EED261, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.2","3186 - Early Childhood Education (AAS)-4236.2","Implement developmentally, culturally, and linguistically appropriate learning experiences. (CFS101AH, CFS/ECH284AA, CFS/ECH284AB, ECH128, ECH272, CFS/ECH273, CFS/ECH275, ECH279, ECH281, EED210, EED260, EED261, EED278, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, (COM), [HU], [MA], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.3","3186 - Early Childhood Education (AAS)-4236.3","Maintain a safe, caring, inclusive, and healthy learning environment according to best practices and local, state, and national standards. (CFS123, CFS125, CFS/ECH271, CFS282, CFS/ECH284AA, CFS/ECH284AB, CFS/ECH269, ECH280, ECH282, EED212, EED215, EED222, EED255, EED260, EED261, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [HU], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.4","3186 - Early Childhood Education (AAS)-4236.4","Assess children's learning and development through observation and documentation, using guidelines established by the profession. (CFS/ECH176, CFS235, CFS/ECH284AA, CFS/ECH284AB, ECH140, CFS/ECH269, ECH270, EED200, EED205, EED255, EED260, EED261, EED280, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (CRE), [MA], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.5","3186 - Early Childhood Education (AAS)-4236.5","Establish reciprocal, culturally responsive relationships with families and communities. (CFS123, CFS125, CFS/ECH271, CFS282, ECH280, ECH282, EED212, EED215, EED225, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, (COM), [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.6","3186 - Early Childhood Education (AAS)-4236.6","Utilize communication skills to advocate for children and their families. (CFS/ECH269, CFS/ECH287, EED200, EED222, EED225, EED255, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (COM), (CRE), [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.7","3186 - Early Childhood Education (AAS)-4236.7","Practice ethical and professional standards and behavior. (CFS/ECH284AA, CFS/ECH284AB, CFS/ECH269, CFS/ECH287, EED200, EED255, EED260, EED261, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (COM), (CRE), [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.8","3186 - Early Childhood Education (AAS)-4236.8","Advocate for an ethical, equitable, diverse, and effective early childhood education profession. (CFS/ECH269, CFS/ECH287, EED200, EED222, EED225, EED255, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (COM), (CRE), [HU])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.9","3186 - Early Childhood Education (AAS)-4236.9","Engage in reflective practice and continuous learning through education and research. (CFS/ECH271, CFS282, CFS/ECH284AA, CFS/ECH284AB, ECH140, CFS/ECH269, ECH270, ECH272, CFS/ECH273, CFS/ECH275, ECH279, ECH282, CFS/ECH287, EED212, EED222, EED255, EED260, EED261, EED278, EED280, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (CRE), [MA], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.10","3186 - Early Childhood Education (AAS)-4236.10","Collaborate with peers to problem solve within early childhood education and other disciplines. (CFS/ECH284AA, CFS/ECH284AB, CFS/ECH269, ECH272, CFS/ECH273, CFS/ECH275, ECH279, CFS/ECH287, EED222, EED255, EED260, EED261, EED278, CFS+++, EDU+++, EED+++, ECH+++, FCS+++, ITD+++, [FYC], (COM), (CRE), [HU], [MA], [SG], [SQ])","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3186.4236.11","3186 - Early Childhood Education (AAS)-4236.11","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","3186AAS","3186 - Early Childhood Education (AAS)","08SBSCI","SBSCI.EDUECH"
"3187.4226.1","3187 - Engineering Technology (AAS)-4226.1","Use computer programming, computer tools, and computer modeling as applied to engineering analysis and design. (ECE102, ECE103, ECE216, ECE216LL, CIS105, CIS150, CIS150AB, CIS156, CIS159, CIS162AB, CIS162AC, CIS162AD, CIS163AA, CSC100, CSC100AA, CSC100AB, CSC110, CSC110AA, CSC110AB)","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.2","3187 - Engineering Technology (AAS)-4226.2","Analyze engineering designs as a member of an engineering project team. (ECE102, ECE103, ECE104, ECE216, ECE216LL, ECE294++, ECE298++, PHY111, PHY111AA, PHY115, PHY121, (COM))","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.3","3187 - Engineering Technology (AAS)-4226.3","Apply principles of engineering, science, and mathematics to solve engineering problems. (ECE102, ECE103, ECE104, ECE105, ECE216, ECE216LL, CHM130, CHM130LL, CHM150, CHM150AA, CHM150AA, CHM151, CHM151LL, CHM151AA, PHY111, PHY111AA, PHY115, PHY121, PHY112, PHY116, PHY131, ECE294++, ECE298++, [MA])","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.4","3187 - Engineering Technology (AAS)-4226.4","Apply visual and spatial reasoning to create and interpret engineering diagrams. (ECE102, ECE103, ECE216, ECE216LL, CAD100, CAD101, CAD145, DFT110, DFT126, CON241)","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.5","3187 - Engineering Technology (AAS)-4226.5","Safely and correctly use tools and equipment for industrial and lab applications. (ECE102, ECE103, CHM130, CHM130LL, CHM150, CHM150AA, CHM150AA, CHM151, CHM151LL, CHM151AA, PHY111, PHY111AA, PHY115, PHY121, PHY112, PHY116, PHY131)","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.6","3187 - Engineering Technology (AAS)-4226.6","Conduct appropriate experimentation and testing. (CHM130, CHM130LL, CHM150, CHM150AA, CHM150AA, CHM151, CHM151LL, CHM151AA, PHY111, PHY111AA, PHY115, PHY121, PHY112, PHY116, PHY131)","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.7","3187 - Engineering Technology (AAS)-4226.7","Employ appropriate engineering principles to collect and interpret data. (ECE102, ECE103, ECE104, ECE105, ECE294++, ECE298++, MAT206, CHM130, CHM130LL, CHM150, CHM150AA, CHM150AA, CHM151, CHM151LL, CHM151AA, PHY111, PHY111AA, PHY115, PHY121, PHY112, PHY116, PHY131)","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.8","3187 - Engineering Technology (AAS)-4226.8","Write technical reports consistent with engineering analysis and engineering design. (ECE102, ECE103, CHM130, CHM130LL, CHM150, CHM150AA, CHM150AA, CHM151, CHM151LL, CHM151AA, PHY111, PHY111AA, PHY115, PHY121, PHY112, PHY116, PHY131, [FYC])","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.9","3187 - Engineering Technology (AAS)-4226.9","Demonstrate effective collaboration and participation on a diverse and inclusive team to establish goals, plan tasks, and meet objectives. (ECE102, ECE103, ECE104, ECE294++, ECE298++, CHM130, CHM130LL, CHM150, CHM150AA, CHM150AA, CHM151, CHM151LL, CHM151AA, PHY111, PHY111AA, PHY115, PHY121, PHY112, PHY116, PHY131, (COM), [HU], [SB])","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.10","3187 - Engineering Technology (AAS)-4226.10","Use effective written, visual, and oral strategies to communicate to a range of audiences. (ECE102, ECE103, ECE104, ECE294++, ECE298++, (COM), (CRE), [FYC])","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.11","3187 - Engineering Technology (AAS)-4226.11","Recognize ethical and professional responsibilities in engineering situations and the implications for society at large. (ECE102, ECE103, ECE104, ECE296++, [FYC], [HU], [SB])","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.12","3187 - Engineering Technology (AAS)-4226.12","Demonstrate creativity, curiosity, and adaptability in a variety of contexts. (ECE102, ECE103, ECE104, ECE294++, ECE298++, (CRE), [FYC])","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3187.4226.13","3187 - Engineering Technology (AAS)-4226.13","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","3187AAS","3187 - Engineering Technology (AAS)","08PHYSE","PHYSE.ENGR"
"3188.4226.1","3188 - Law Enforcement Training (AAS)-4226.1","Practice professional standards of policing. (AJS101, AJS113, AJS201, AJS205, AJS210, AJS215, AJS230, AJS260, AJS270, AJS275, AJS290BN)","3188AAS","3188 - Law Enforcement Training (AAS)","08LETEUT","LETEUT.LET"
